match_id,start_time,lobby_type,r1_hero,r1_level,r1_xp,r1_gold,r1_lh,r1_kills,r1_deaths,r1_items,r2_hero,r2_level,r2_xp,r2_gold,r2_lh,r2_kills,r2_deaths,r2_items,r3_hero,r3_level,r3_xp,r3_gold,r3_lh,r3_kills,r3_deaths,r3_items,r4_hero,r4_level,r4_xp,r4_gold,r4_lh,r4_kills,r4_deaths,r4_items,r5_hero,r5_level,r5_xp,r5_gold,r5_lh,r5_kills,r5_deaths,r5_items,d1_hero,d1_level,d1_xp,d1_gold,d1_lh,d1_kills,d1_deaths,d1_items,d2_hero,d2_level,d2_xp,d2_gold,d2_lh,d2_kills,d2_deaths,d2_items,d3_hero,d3_level,d3_xp,d3_gold,d3_lh,d3_kills,d3_deaths,d3_items,d4_hero,d4_level,d4_xp,d4_gold,d4_lh,d4_kills,d4_deaths,d4_items,d5_hero,d5_level,d5_xp,d5_gold,d5_lh,d5_kills,d5_deaths,d5_items,first_blood_time,first_blood_team,first_blood_player1,first_blood_player2,radiant_bottle_time,radiant_courier_time,radiant_flying_courier_time,radiant_tpscroll_count,radiant_boots_count,radiant_ward_observer_count,radiant_ward_sentry_count,radiant_first_ward_time,dire_bottle_time,dire_courier_time,dire_flying_courier_time,dire_tpscroll_count,dire_boots_count,dire_ward_observer_count,dire_ward_sentry_count,dire_first_ward_time,duration,radiant_win,tower_status_radiant,tower_status_dire,barracks_status_radiant,barracks_status_dire
349,1430553727,1,52,5,1946,1464,22,0,0,6,29,4,1831,1089,15,0,0,5,9,1,238,554,0,0,1,9,6,4,1500,1163,7,1,1,9,5,2,294,588,2,0,0,11,92,2,755,1032,2,1,1,10,7,3,699,836,4,0,0,13,21,5,1948,1228,17,0,0,5,96,3,1090,1286,13,1,0,9,93,5,2100,1374,21,0,0,7,211.0,1.0,5.0,,132.0,-84.0,289.0,2,2,3,1,13.0,168.0,-78.0,252.0,2,3,2,0,-25.0,3325,0,0,1828,0,63
350,1430554300,7,60,3,988,652,4,0,0,7,46,5,2097,1694,27,0,0,6,83,3,755,699,0,0,0,6,69,4,1296,2101,31,0,0,5,20,2,578,792,4,0,0,10,97,4,1717,1261,17,0,0,5,93,4,1568,2033,31,0,0,7,84,1,435,764,2,0,0,12,71,3,843,755,5,0,0,6,87,3,779,573,1,0,0,8,,,,,107.0,-85.0,275.0,2,4,2,1,-34.0,80.0,-67.0,285.0,2,4,4,2,-24.0,2117,1,1982,0,63,0
351,1430554389,1,34,3,1172,895,4,0,2,4,20,3,939,708,1,0,0,9,7,2,441,692,6,0,0,6,42,4,1619,1808,27,1,0,6,21,4,1700,1220,10,1,0,5,87,2,475,753,1,0,0,10,41,4,1586,1629,25,0,0,8,76,5,2093,1948,19,2,0,13,97,3,1170,901,9,0,1,8,84,3,681,750,1,0,1,9,136.0,1.0,7.0,,32.0,-61.0,219.0,4,3,2,1,-34.0,,-84.0,267.0,4,3,3,1,-16.0,2721,1,2038,4,63,3
353,1430555483,1,48,4,1590,1696,30,0,0,9,96,4,1543,863,9,0,1,7,7,2,557,536,1,0,0,8,25,3,804,597,4,0,0,8,73,4,1529,1855,10,0,0,8,99,3,1009,1396,21,0,0,6,27,2,535,603,0,0,0,7,47,5,2189,1428,20,0,0,12,51,3,1238,841,8,0,0,7,85,3,782,938,2,1,0,7,177.0,1.0,9.0,,2.0,-85.0,212.0,1,5,2,0,-17.0,,-86.0,,1,4,2,0,-14.0,2270,1,1958,1536,63,3
355,1430556328,1,49,5,2110,1661,24,0,0,9,20,2,653,579,2,0,0,5,5,3,684,500,1,0,0,4,63,4,1780,1093,14,0,0,8,19,3,704,1430,23,0,0,7,4,5,2100,1388,22,0,0,5,71,3,1180,1364,19,0,0,9,37,3,832,500,0,0,0,9,32,3,965,749,6,0,0,5,26,3,737,536,1,0,0,7,,,,,,-85.0,,1,1,2,1,14.0,,-75.0,185.0,1,3,2,2,-11.0,2548,0,1540,1956,11,63
356,1430556797,1,72,3,901,827,8,0,0,7,28,3,944,810,11,0,0,5,20,2,457,499,0,0,1,12,51,4,1132,960,9,0,0,6,75,4,1661,1018,13,0,1,7,9,4,1945,939,11,0,0,6,86,2,622,839,0,1,0,4,7,2,485,825,0,0,0,9,11,5,2499,2031,31,1,0,7,48,4,1680,1689,26,0,0,11,160.0,1.0,6.0,,,-72.0,,2,5,3,1,-21.0,172.0,-86.0,190.0,1,5,2,0,18.0,1863,0,0,1983,0,63
357,1430557131,0,91,3,644,641,1,0,0,2,19,4,1328,1051,14,0,0,7,47,5,1972,1630,26,0,0,8,84,2,503,541,1,0,1,11,10,3,968,870,6,0,1,6,70,4,1280,1533,20,1,0,4,26,3,863,768,6,0,0,7,68,2,454,934,1,1,0,8,76,5,2172,1292,19,0,0,7,96,4,1923,889,7,0,0,7,89.0,1.0,7.0,,3.0,-84.0,,3,4,3,0,11.0,,-84.0,181.0,2,4,3,0,-5.0,2340,1,2038,0,63,0
358,1430557906,1,71,3,694,824,1,1,1,9,93,4,1660,1633,28,0,0,10,39,4,1915,1289,17,0,1,6,86,3,686,670,8,0,0,8,101,3,607,1076,0,1,1,11,47,5,2207,1846,23,1,1,9,5,3,852,1060,1,0,0,9,19,4,1340,2034,26,2,0,12,110,2,808,692,2,0,0,6,112,3,933,877,1,0,1,10,124.0,0.0,4.0,,211.0,-85.0,191.0,4,3,2,1,-17.0,165.0,-82.0,248.0,6,4,4,1,-35.0,1903,1,1974,1796,63,51
359,1430558914,1,2,3,1266,943,13,0,2,7,17,5,1940,1400,20,0,1,8,25,2,629,526,1,0,0,11,70,4,1626,1623,28,0,0,10,86,1,113,553,0,0,2,8,96,3,1209,1774,26,1,0,5,99,4,1312,1355,9,2,0,9,30,3,1055,774,0,0,0,11,11,6,2276,2141,21,2,0,9,20,1,409,754,1,0,0,4,8.0,1.0,8.0,,157.0,-85.0,256.0,3,2,3,1,-28.0,76.0,-82.0,199.0,3,5,4,1,-46.0,2076,0,1824,1974,63,63
360,1430559001,1,12,4,1404,2052,30,1,0,9,17,5,1922,1654,28,0,1,6,26,3,518,908,5,1,1,9,84,3,1068,784,1,0,0,8,2,5,1708,1392,15,1,2,10,20,3,1070,1166,3,1,0,10,70,4,1588,1599,18,1,1,9,91,2,620,645,0,0,1,6,96,4,1461,1268,10,1,0,9,19,4,1467,1430,14,1,1,8,11.0,0.0,0.0,,131.0,-79.0,258.0,3,5,2,0,14.0,,-65.0,,4,4,2,0,-3.0,3323,0,516,1828,3,63
364,1430561653,1,93,4,1333,1479,23,0,0,8,46,5,2014,1598,25,0,0,7,97,3,1137,786,7,0,0,6,22,3,678,874,0,1,0,14,71,2,481,681,3,0,0,5,112,2,397,570,2,0,0,6,12,4,1211,1707,30,0,0,10,55,5,2329,1642,24,0,0,4,101,2,647,553,0,0,0,10,51,4,1588,904,10,0,1,8,131.0,0.0,3.0,,47.0,-84.0,181.0,1,5,2,0,-43.0,34.0,-86.0,181.0,4,4,4,1,-30.0,1884,1,2046,1926,63,51
366,1430562261,0,19,3,1104,947,11,0,0,10,1,4,1472,1990,33,0,0,7,7,3,1227,871,9,0,0,9,45,3,835,591,3,0,0,3,91,2,606,593,1,0,0,6,22,4,1341,781,7,0,0,2,76,5,2007,832,7,0,0,6,53,3,964,1059,19,0,0,3,68,3,660,580,1,0,0,9,42,4,1690,1155,14,0,0,9,,,,,89.0,-73.0,,0,2,2,1,7.0,47.0,-84.0,206.0,0,2,2,0,-27.0,2267,1,1974,6,63,3
367,1430562801,0,14,2,772,771,0,0,0,7,53,3,1103,1535,6,3,0,10,43,5,2156,1493,21,0,0,5,27,2,508,848,2,1,1,12,77,3,930,1198,5,1,1,5,19,3,814,1144,10,1,1,11,26,3,839,1019,6,1,2,7,91,3,783,718,1,0,2,11,35,5,2193,1324,20,0,0,5,96,5,2120,1577,25,0,0,8,49.0,0.0,1.0,,121.0,-83.0,220.0,4,3,2,0,91.0,,-87.0,272.0,4,4,2,0,-47.0,2359,0,0,1844,32,63
368,1430563143,7,25,3,594,549,0,0,1,11,10,4,1388,942,10,0,0,5,34,6,2529,2067,18,2,0,8,89,4,1542,1688,19,1,0,12,68,2,781,1066,4,0,0,7,27,2,622,573,3,0,0,7,33,4,1542,1379,31,0,0,9,54,4,1799,1215,18,0,0,6,88,4,1632,1354,12,1,1,12,17,5,1877,1334,17,0,2,9,93.0,0.0,2.0,,97.0,-85.0,217.0,2,4,2,1,-17.0,271.0,-83.0,200.0,4,2,2,1,-31.0,2338,0,256,2046,48,63
369,1430563857,1,69,5,1834,1573,20,0,1,10,95,4,1750,1296,20,0,0,8,68,4,1742,1640,1,3,0,9,26,2,456,630,7,0,0,11,81,4,1513,1754,26,0,1,5,93,3,900,1284,17,0,1,9,60,4,1017,955,9,0,1,5,99,4,1403,787,6,0,0,7,85,3,883,1009,4,1,0,10,22,3,838,812,0,1,1,9,89.0,0.0,2.0,,,-83.0,290.0,3,3,2,1,7.0,76.0,-82.0,270.0,1,5,3,1,-32.0,2021,1,2047,384,63,48
370,1430565216,7,94,5,1951,1377,19,0,0,16,60,4,1138,1202,7,1,0,6,110,4,1465,807,8,0,1,7,40,2,533,866,0,1,0,7,7,2,451,715,0,0,0,12,58,3,668,732,11,0,0,7,99,4,1630,987,12,0,0,8,75,4,1581,954,9,0,2,8,90,3,830,754,5,0,0,8,1,4,1501,1566,21,1,0,8,101.0,0.0,1.0,,112.0,-78.0,211.0,1,4,3,0,14.0,57.0,-61.0,,2,3,2,0,-19.0,2594,1,1972,0,63,0
371,1430565425,1,42,3,1309,1438,22,0,0,6,25,3,838,831,1,1,0,11,39,5,1902,1668,15,1,0,9,71,2,324,500,0,0,0,4,7,3,740,946,4,0,0,9,72,4,1543,1692,29,0,0,13,60,3,768,873,12,0,0,3,86,2,667,532,1,0,0,9,51,3,1021,729,6,0,1,7,106,5,1897,1503,19,0,1,8,138.0,0.0,2.0,,143.0,-86.0,,3,4,3,0,-24.0,144.0,-86.0,203.0,3,5,2,0,-15.0,2206,0,1920,1983,48,63
372,1430566124,1,43,5,2095,1555,22,0,0,9,1,3,893,1462,24,0,0,6,99,3,905,707,5,0,0,6,40,3,862,500,0,0,0,5,20,2,562,550,2,0,0,7,49,5,2050,1257,15,0,0,4,29,4,1649,1024,14,0,0,11,85,2,500,523,1,0,0,7,48,3,789,1358,21,0,0,19,5,3,785,694,5,0,0,10,,,,,131.0,-83.0,261.0,2,3,2,0,6.0,111.0,-87.0,279.0,2,4,2,0,-36.0,1634,0,384,1572,51,63
373,1430566673,0,99,4,1449,942,11,0,1,6,5,2,480,753,1,0,0,9,39,4,1575,1360,11,1,0,7,112,2,330,499,0,0,1,10,67,4,1524,1402,20,0,0,9,73,4,1712,2173,16,0,1,8,85,3,918,1151,10,1,0,7,79,2,508,499,0,0,0,8,72,3,1473,1554,19,1,0,6,71,3,1070,845,4,0,0,7,156.0,0.0,2.0,,74.0,-85.0,191.0,4,3,3,1,-28.0,2.0,-85.0,,1,2,2,0,6.0,1982,0,0,2039,0,63
374,1430566912,7,112,2,279,545,1,0,2,5,5,2,268,500,0,0,2,8,67,4,1125,1143,7,1,0,10,15,5,1980,1080,13,0,0,5,29,4,1310,853,9,0,0,8,30,3,975,1141,2,2,1,9,2,4,1405,1447,12,2,0,6,73,4,1721,2041,19,0,0,3,25,2,807,690,5,0,0,7,22,4,1186,1028,9,0,0,4,109.0,1.0,5.0,,167.0,-59.0,,3,2,2,0,,46.0,-39.0,,0,4,1,0,,2869,1,1972,4,63,3
376,1430568295,1,22,4,1546,790,2,0,1,2,94,2,1005,905,10,0,0,5,29,4,1676,830,8,0,0,7,90,2,490,687,8,0,0,7,53,3,867,1102,15,0,0,10,20,2,628,1483,16,1,0,12,25,2,586,567,0,0,0,10,26,2,597,557,1,0,0,6,41,4,1860,1033,13,0,0,5,21,5,2123,1433,20,0,0,6,272.0,1.0,5.0,,7.0,-86.0,246.0,1,3,2,1,48.0,152.0,-87.0,184.0,0,2,2,1,-26.0,2948,0,1536,1846,0,63
377,1430568493,1,97,2,1016,1118,11,0,1,4,49,5,2194,1852,22,0,0,6,52,2,852,819,1,0,0,10,18,3,1411,1797,29,0,0,10,53,3,1378,1768,18,2,0,5,16,2,330,590,0,0,0,9,99,3,894,595,1,0,0,5,26,2,320,612,0,0,1,7,22,5,1796,1204,15,0,1,6,11,4,1707,1754,22,1,0,11,167.0,1.0,9.0,,29.0,-86.0,292.0,2,4,2,1,-36.0,38.0,-77.0,249.0,3,4,1,0,-4.0,1694,1,2047,1796,63,59
378,1430568604,1,25,4,1649,1287,17,0,0,5,112,2,671,543,2,0,0,10,26,2,487,676,4,0,0,4,67,4,1586,1738,28,0,0,8,110,3,949,789,7,0,0,6,39,5,2200,1517,23,0,0,5,8,3,1109,1735,31,0,0,7,7,1,122,500,0,0,0,7,68,3,800,500,0,0,0,11,51,3,911,692,5,0,0,6,,,,,55.0,72.0,239.0,1,4,3,1,-22.0,18.0,-87.0,180.0,0,3,3,1,1.0,4217,0,0,1958,0,63
379,1430569010,1,2,6,2949,2655,45,1,0,10,73,2,732,1217,6,2,1,7,79,3,852,732,3,0,2,7,25,2,738,1076,4,1,2,10,39,5,2422,2313,28,2,0,11,50,3,674,656,2,0,2,11,12,3,1010,1845,17,2,0,10,5,3,771,1042,0,2,1,10,71,4,1610,1151,14,0,1,5,11,3,784,736,6,0,1,4,5.0,0.0,3.0,,125.0,-83.0,199.0,5,4,2,0,-49.0,60.0,-87.0,180.0,4,2,3,1,-13.0,4281,1,256,0,51,3
381,1430569278,7,7,2,495,553,0,0,0,10,2,2,804,691,5,0,0,6,35,5,2003,1423,21,0,0,10,28,3,1371,1808,33,0,0,4,75,2,449,549,1,0,0,8,22,4,1794,1501,23,0,0,9,60,2,413,558,3,0,0,5,20,2,420,630,3,0,0,10,71,3,804,585,2,0,0,4,99,4,1717,1642,28,0,0,10,,,,,,-83.0,,1,4,2,1,-21.0,44.0,-85.0,188.0,3,3,3,1,-40.0,2295,0,0,2047,0,63
382,1430569569,1,20,4,1082,525,1,0,0,8,8,3,1144,1548,25,0,0,9,17,5,1936,1696,27,0,0,8,99,4,1252,899,10,0,1,8,9,1,280,585,2,0,1,14,5,2,689,769,2,0,0,8,22,5,1860,1382,17,0,0,4,60,2,484,926,0,1,0,8,93,4,1341,1772,26,1,0,8,32,4,1632,1007,10,0,0,6,33.0,1.0,7.0,,141.0,-85.0,201.0,4,3,2,2,-25.0,58.0,-83.0,254.0,2,4,2,0,10.0,1545,0,1828,2047,63,63
383,1430569720,7,35,5,1761,1320,18,0,1,7,30,3,680,499,3,0,0,7,51,5,1810,927,11,0,0,6,93,3,917,697,5,0,0,8,20,2,359,519,1,0,0,7,41,5,1774,1152,16,0,0,7,62,2,684,669,4,0,0,9,85,3,746,1303,20,0,0,9,97,5,2039,1450,4,1,0,2,87,2,582,499,0,0,0,6,246.0,1.0,8.0,,,-82.0,,4,1,2,1,-23.0,8.0,-54.0,,1,4,1,0,14.0,2493,0,0,1974,0,63
385,1430570319,1,7,3,765,673,0,0,0,11,98,1,237,500,0,0,0,4,93,4,1483,1759,23,1,0,8,91,2,564,619,3,0,0,3,2,3,1237,1110,15,0,2,8,29,4,1485,1973,29,1,0,7,68,2,543,714,7,0,0,7,51,4,1103,864,9,0,1,6,46,5,2182,1755,22,1,0,8,20,3,625,687,1,0,0,4,0.0,1.0,5.0,,181.0,-84.0,,3,3,2,0,2.0,37.0,-83.0,180.0,3,4,2,0,-53.0,1589,0,1542,2046,3,63
386,1430570336,1,65,2,432,708,5,0,1,7,67,4,1323,1577,26,0,0,12,87,2,537,598,2,0,0,9,20,1,291,500,0,0,0,5,22,5,2242,1499,21,0,0,8,34,5,2089,1376,21,0,0,7,73,4,1684,2170,29,0,0,9,51,4,1422,798,5,0,0,6,91,2,439,667,3,0,0,3,75,1,372,972,2,1,0,10,86.0,1.0,9.0,,75.0,-86.0,181.0,1,4,2,1,-44.0,108.0,-83.0,267.0,2,2,1,1,-17.0,1988,0,1828,2047,63,63
387,1430571558,1,25,3,816,830,1,1,1,7,30,2,574,865,0,1,2,11,82,5,2216,1564,26,0,1,4,2,4,1455,1034,15,0,1,9,73,3,999,1415,6,0,0,4,47,4,1690,1158,15,0,1,9,22,5,2204,1624,14,1,0,6,87,3,795,1199,1,2,1,10,20,2,371,821,0,1,0,12,1,4,1544,1591,17,1,0,8,-11.0,1.0,6.0,,19.0,-84.0,194.0,5,4,4,1,-35.0,0.0,-68.0,,4,4,1,1,156.0,1761,1,1983,1536,63,3
388,1430572665,0,4,3,1056,539,1,0,0,4,54,3,1068,1161,18,0,0,5,67,4,1126,1159,10,1,1,5,68,3,1036,1054,0,1,2,12,22,5,2260,1896,24,1,0,7,26,4,1166,1180,3,1,0,10,96,3,1161,1465,10,2,2,8,49,4,1646,818,8,0,1,8,99,4,1629,1266,19,0,0,9,90,2,545,548,2,0,0,13,23.0,1.0,6.0,,40.0,-86.0,,2,2,2,0,8.0,240.0,-51.0,238.0,9,3,2,1,-33.0,3400,0,0,1972,0,63
389,1430573105,7,52,3,887,1302,16,0,1,8,20,3,777,944,0,1,0,10,78,5,2118,1616,24,0,0,6,72,3,808,1144,1,2,0,6,80,5,2060,1579,24,0,0,8,54,3,912,1033,13,0,1,6,74,5,2023,1404,18,1,0,6,40,1,350,499,0,0,2,10,13,4,1736,934,11,0,0,6,7,1,315,499,0,0,0,6,137.0,0.0,3.0,,74.0,-88.0,208.0,1,5,2,0,12.0,,-88.0,209.0,3,1,2,1,-22.0,1976,1,2038,0,63,0
390,1430573329,1,26,3,784,837,0,0,0,4,63,4,1505,1685,27,0,0,12,13,5,2104,1603,21,0,0,7,60,3,1015,854,8,0,1,8,16,2,461,673,7,0,0,7,7,2,665,725,3,0,0,8,2,3,928,613,3,0,0,6,50,2,546,951,1,1,0,10,39,5,1607,1746,29,0,0,7,11,4,1683,1306,17,0,0,5,203.0,1.0,7.0,,149.0,-71.0,189.0,1,4,2,0,-21.0,42.0,-84.0,214.0,3,5,2,1,-42.0,1738,0,1542,2046,15,63
391,1430573353,7,41,4,1604,1369,21,0,0,11,81,5,2151,1962,25,1,0,6,72,2,213,600,0,0,1,8,95,5,1944,1252,19,0,0,6,5,3,760,603,4,0,1,9,94,3,859,1013,8,0,0,9,102,2,544,800,0,0,0,10,62,4,1788,1135,4,1,1,8,112,2,534,762,2,1,0,10,76,5,1958,1526,24,0,0,8,140.0,1.0,7.0,,,-85.0,284.0,3,3,3,1,28.0,,-86.0,211.0,4,3,2,1,-14.0,1987,0,6,1844,3,63
392,1430573652,0,70,3,1071,1609,21,1,0,6,87,2,577,578,0,0,0,8,46,4,1500,1090,11,0,1,5,52,3,805,562,0,0,0,9,96,4,1320,869,9,0,0,7,39,5,2076,1911,24,1,0,8,73,3,1364,1827,24,0,0,3,26,2,572,644,2,0,0,8,3,3,654,643,1,0,0,6,97,2,762,535,1,0,1,7,214.0,1.0,5.0,,136.0,-84.0,,3,3,1,0,-39.0,117.0,-80.0,235.0,1,1,2,2,-29.0,2176,1,2047,0,63,0
393,1430574171,1,93,4,1051,666,4,0,2,11,25,4,1850,1143,16,0,0,6,8,3,854,1301,17,0,0,8,57,2,462,499,0,0,2,8,30,3,626,499,1,0,0,6,7,1,382,717,0,0,0,7,41,3,1054,1444,20,0,0,8,101,3,764,713,0,0,0,4,43,5,2169,1853,26,0,0,9,61,6,2949,3301,28,4,0,8,165.0,1.0,9.0,,153.0,-84.0,,3,1,2,1,16.0,130.0,-86.0,225.0,0,3,1,1,-29.0,949,0,1572,2047,63,63
395,1430576012,0,98,3,678,679,2,0,0,7,4,4,1400,1207,15,0,1,5,53,3,1296,1028,14,0,0,7,22,4,1828,1042,12,0,0,7,84,2,430,501,0,0,0,7,103,2,387,548,2,0,0,8,89,3,1059,1335,21,0,0,7,7,5,1858,1542,13,1,0,9,17,5,2193,1362,21,0,0,13,26,3,894,614,2,0,0,5,219.0,1.0,7.0,,221.0,-45.0,,0,2,0,0,,,-71.0,239.0,1,3,2,0,-12.0,3911,0,0,516,0,3
396,1430576196,1,110,3,1176,817,8,0,0,6,46,5,1785,1158,16,0,1,5,101,2,475,548,2,0,1,8,7,3,922,608,5,0,0,6,95,3,1042,1104,15,0,1,9,25,5,2539,1929,22,1,0,8,93,4,1430,1754,28,0,0,8,26,3,1028,573,2,0,0,10,39,3,977,1441,9,2,0,8,85,3,1079,1220,9,0,0,9,102.0,1.0,8.0,,60.0,-85.0,228.0,2,3,2,1,-14.0,66.0,-87.0,180.0,3,4,2,1,13.0,3061,1,1958,4,63,15
397,1430576253,1,62,2,370,733,1,0,0,7,97,4,1200,741,6,0,0,6,5,3,559,707,2,0,0,8,54,5,2018,1616,20,1,0,9,52,5,2356,2168,27,1,0,9,88,3,1013,816,8,0,1,8,75,2,753,580,2,0,0,8,17,4,1986,1374,21,0,1,7,20,2,463,582,1,0,0,8,28,4,1328,1614,25,0,0,6,231.0,0.0,4.0,,118.0,-84.0,234.0,2,5,2,0,-41.0,178.0,-85.0,190.0,3,3,2,1,-18.0,3100,1,1846,1536,63,1
398,1430576978,1,42,4,1631,1140,6,0,0,7,58,3,758,1513,6,3,1,17,52,5,1604,1293,20,0,0,8,101,3,762,954,1,1,0,11,1,4,1934,1876,34,0,0,4,39,4,1497,1324,19,0,1,9,110,3,598,746,5,0,1,9,94,5,1995,1730,26,0,0,6,20,1,155,869,0,1,1,5,7,2,836,683,4,0,1,8,60.0,1.0,8.0,,75.0,-86.0,192.0,5,3,3,0,-38.0,134.0,-85.0,220.0,5,2,2,0,-44.0,1921,1,1975,1536,63,0
400,1430577440,0,110,4,1744,1400,12,2,1,12,39,4,1667,1473,12,0,2,9,72,4,1617,1551,33,1,0,9,87,2,514,700,0,0,0,9,84,2,251,604,1,0,0,9,15,5,2294,1583,15,1,0,9,30,2,706,1037,2,1,1,8,85,3,1345,770,6,0,1,6,96,5,1969,1600,21,0,0,6,50,1,172,826,0,1,1,13,49.0,0.0,1.0,,76.0,-84.0,197.0,4,4,3,1,10.0,129.0,-82.0,284.0,3,6,3,1,29.0,2882,0,0,1828,0,63
401,1430578886,1,22,5,2011,1649,26,0,0,9,26,3,960,895,3,1,1,11,85,4,1486,1704,21,1,0,11,112,3,790,687,2,0,0,6,93,4,1433,1187,15,0,0,13,9,4,1529,1342,20,0,0,12,68,2,641,869,5,1,1,10,3,4,1097,828,5,0,0,7,19,5,2025,1496,23,0,0,13,96,3,847,1097,11,0,1,9,193.0,0.0,2.0,,40.0,-81.0,201.0,4,5,4,0,-34.0,138.0,-87.0,180.0,2,5,2,1,-33.0,2646,0,1824,1846,60,63
402,1430580144,1,104,4,1924,1293,20,0,0,7,48,4,1344,1659,28,0,0,11,34,3,2324,1718,17,1,0,7,30,2,1041,745,1,0,0,8,25,2,237,578,1,0,0,3,20,3,827,500,0,0,0,7,96,3,860,632,3,0,0,3,57,2,595,541,1,0,0,8,97,5,1755,1364,20,0,1,5,8,3,1061,1538,23,0,0,7,286.0,0.0,2.0,,57.0,-77.0,224.0,0,3,2,0,4.0,104.0,-84.0,212.0,0,4,2,0,45.0,1878,1,1991,304,59,60
403,1430582676,1,63,4,1425,1180,13,0,0,7,104,4,1849,1779,22,1,0,6,83,3,771,1188,7,1,0,12,86,2,666,934,3,0,1,3,19,4,1503,1630,16,0,0,8,93,3,1534,1384,20,0,0,11,71,2,1076,1080,9,1,0,9,110,4,1117,857,4,0,1,11,97,4,1522,1383,21,0,1,4,25,3,1021,663,4,0,0,12,16.0,0.0,2.0,,98.0,-84.0,213.0,1,5,2,1,-40.0,72.0,-43.0,245.0,4,3,2,2,-24.0,2392,0,1792,1846,48,63
405,1430583366,7,74,4,1659,1061,9,1,0,3,21,5,1883,1194,17,0,0,9,57,3,690,771,0,0,0,11,30,3,608,970,0,1,0,11,102,4,1280,1991,16,3,0,8,87,3,833,579,2,0,1,6,86,5,1495,1142,15,0,0,6,25,2,473,703,5,0,3,8,96,5,2026,1359,18,0,0,6,1,3,933,1309,18,0,1,6,82.0,0.0,3.0,,44.0,-62.0,212.0,4,4,2,0,38.0,112.0,-85.0,,5,3,0,0,,2376,1,1974,0,63,0
407,1430583520,1,59,5,1589,981,12,0,1,4,50,3,717,598,1,0,1,8,7,2,987,937,5,0,1,10,11,5,2219,1964,24,1,1,11,8,3,1089,1459,10,2,2,15,39,5,2062,1448,12,1,1,8,85,3,1063,1624,2,2,0,13,20,3,821,687,1,0,2,10,94,3,1300,1718,17,2,0,8,56,4,1930,1412,14,1,0,12,80.0,0.0,4.0,,36.0,-84.0,197.0,4,4,2,1,-6.0,199.0,-82.0,213.0,5,3,2,0,-7.0,3766,0,0,1540,0,3
408,1430583861,7,47,5,2181,1601,22,0,0,11,97,5,2085,1993,8,3,0,8,93,3,982,1455,19,1,2,5,25,3,1137,724,4,0,0,4,68,4,1094,1716,6,2,2,11,39,5,1838,1529,22,0,2,7,85,2,800,1094,5,1,1,11,42,3,992,1447,17,1,2,6,30,3,1031,1018,2,1,1,11,71,4,1805,1234,10,1,0,9,-7.0,1.0,6.0,,157.0,-85.0,,4,6,2,1,-17.0,81.0,-84.0,288.0,5,5,3,0,-44.0,1781,0,6,1982,3,63
409,1430585218,1,56,3,1261,1373,21,0,1,14,71,3,722,499,0,0,1,8,85,3,633,625,2,0,1,9,13,4,1463,1291,9,1,1,9,39,3,1217,995,10,0,1,7,63,5,2319,1823,20,2,0,14,84,5,2038,1539,21,0,0,6,59,3,1424,2250,26,2,0,8,26,2,650,880,1,1,0,6,102,3,1027,783,3,0,1,9,146.0,0.0,3.0,,77.0,-80.0,,3,3,2,0,47.0,153.0,-78.0,211.0,4,3,2,0,16.0,2422,0,4,390,3,51
410,1430585329,7,86,2,746,1048,2,0,0,13,99,5,1817,1676,10,1,2,15,35,5,2206,2158,25,1,0,11,57,4,1135,769,2,0,0,8,4,3,1148,1586,22,1,0,4,65,4,1601,898,7,0,0,4,30,2,912,776,2,0,1,8,71,3,957,922,3,1,1,8,67,4,1169,1474,14,1,1,11,16,3,640,911,0,0,0,12,9.0,0.0,2.0,,,-74.0,284.0,4,5,4,0,-20.0,18.0,-77.0,234.0,6,4,2,0,8.0,1572,1,2047,0,63,0
411,1430585398,1,47,5,1973,1682,26,0,0,9,26,2,399,541,0,0,1,8,54,1,1356,1990,30,1,0,5,87,2,533,827,0,1,0,9,96,3,1174,919,7,0,1,7,42,4,1279,1478,23,0,0,10,36,4,1969,1448,15,1,0,7,20,2,629,771,2,0,0,8,97,3,935,716,4,0,1,6,22,3,605,803,1,1,1,11,-12.0,0.0,2.0,,,-83.0,203.0,2,4,2,1,3.0,162.0,-84.0,201.0,2,3,2,1,-38.0,1616,0,1540,1974,15,63
412,1430585759,1,86,5,1708,1666,18,1,1,8,20,2,412,662,3,0,0,8,92,3,997,1435,2,3,1,12,6,3,1611,1745,31,0,0,9,29,4,1316,799,6,0,1,9,44,4,1477,1883,26,1,0,12,3,2,530,740,2,0,0,8,97,3,1156,884,6,0,2,5,25,3,870,929,1,1,1,13,19,3,1078,1045,3,1,1,7,-2.0,0.0,0.0,,69.0,-71.0,182.0,5,3,2,1,29.0,132.0,-87.0,238.0,4,4,3,1,-34.0,2598,0,512,1572,0,31
413,1430587440,7,32,3,1047,1517,22,0,0,10,26,3,761,499,0,0,0,9,99,2,609,499,0,0,0,7,25,5,2086,1661,26,0,0,8,16,2,574,629,5,0,0,7,11,4,1783,1369,19,0,0,8,20,2,795,616,5,0,0,8,44,4,1282,1554,26,0,0,8,37,2,569,545,1,0,0,8,96,3,1073,580,2,0,0,6,,,,,126.0,-80.0,,0,3,2,0,8.0,178.0,-83.0,298.0,1,2,2,0,45.0,3065,0,390,1792,51,63
